X,y
16.24,514.6363999999999
-6.12,65.61160000000001
-5.28,-31.672399999999993
-10.73,59.79435000000001
8.65,-110.23124999999999
-23.02,791.3006
17.45,474.56875
-7.61,80.30314999999999
3.19,90.08914999999999
-2.49,-96.71485
14.62,499.90659999999997
-20.6,579.58
-3.22,192.4026
-3.84,30.7984
11.34,273.41339999999997
-11.0,109.83
-1.72,183.9676
-8.78,-177.0374
0.42,-63.865399999999994
5.83,34.25835
-11.01,-47.004850000000005
11.45,138.38875
9.02,-116.90939999999998
5.02,80.1706
9.01,-21.344850000000008
-6.84,93.4684
-1.23,-33.755649999999996
-9.36,-4.435600000000022
-2.68,-191.8264
5.3,-23.674999999999997
-6.92,87.4396
-3.97,-4.933649999999998
-6.87,131.03035
-8.45,-20.011250000000004
-6.71,245.80115
-0.13,-29.169649999999997
-11.17,43.408349999999984
2.34,181.17340000000002
16.6,642.1400000000001
7.42,98.2846
-1.92,-60.730399999999996
-8.88,201.96160000000003
-7.47,-53.21365
16.92,606.5496000000002
0.51,-170.22485
-6.37,29.150350000000003
1.91,14.62715
21.0,887.01
1.2,-221.29
6.17,108.99835
3.0,9.91
-3.52,7.6255999999999995
-11.43,46.45235000000001
-3.49,-155.68485
-2.09,-57.65285
5.87,43.020350000000015
8.39,320.35315
9.31,177.51915
2.86,22.749399999999994
8.85,236.74874999999997
-7.54,-141.5926
12.53,370.67634999999996
5.13,172.85035
-2.98,117.28059999999999
4.89,12.363149999999997
-0.76,-155.2036
11.32,109.71360000000001
15.2,431.69
21.86,861.3994
-13.96,404.0324
-14.44,453.4104
-5.04,130.3724
1.6,14.680000000000001
8.76,179.8764
3.16,-2.3715999999999973
-20.22,675.3626
-3.06,78.6154
8.28,159.79759999999996
2.3,-139.96499999999997
7.62,245.59660000000002
-2.22,-190.2374
-2.01,153.99515
1.87,135.87035
4.1,-157.815
1.98,7.7505999999999995
1.19,-147.88084999999998
-6.71,26.971149999999994
3.78,105.0626
1.22,-9.577399999999999
11.29,61.231149999999985
11.99,291.20515
1.85,45.04875
-3.75,5.56875
-6.39,-90.75684999999999
4.23,-1.075649999999989
0.77,38.15435
-3.44,-12.669599999999999
0.44,266.9104
-6.2,68.97
6.98,72.66060000000002
-4.47,75.64635
12.25,130.78875
4.03,92.05635000000001
5.94,276.8154
-10.95,32.05875
1.69,48.54915
7.41,205.18715000000003
-9.54,-107.54260000000001
-2.66,207.16340000000002
0.33,-128.30165
-13.73,193.83435000000003
3.15,74.48875
8.46,108.88740000000003
-8.6,182.21
3.51,50.635149999999996
-13.12,284.5016
-0.39,9.233149999999998
-16.16,520.1584
11.21,-23.208849999999984
4.09,85.91714999999999
-0.25,-37.36125
-7.75,-55.911249999999995
12.74,187.60140000000007
19.67,578.7083500000001
-18.58,526.0945999999999
12.36,161.39440000000002
16.28,435.1376000000001
3.38,64.3766
-11.99,30.205150000000003
8.63,281.96035000000006
-1.81,302.27915
-6.04,-49.6676
-12.3,299.81500000000005
5.51,27.115149999999993
7.93,189.75234999999998
-6.24,14.8564
5.21,336.03114999999997
-11.44,116.73039999999997
8.02,224.79059999999998
0.47,78.89635
-1.87,-135.79964999999999
-1.02,-271.0394
8.69,217.07914999999997
7.5,217.185
5.29,-5.598849999999999
1.38,-70.4834
0.78,126.7426
6.18,186.5186
2.32,136.6736
6.83,127.55834999999999
-3.1,-93.965
-24.35,652.9087499999999
10.39,-49.84684999999996
21.87,787.78035
4.41,285.50715
-1.0,58.74
-1.36,-10.9556
-1.19,-191.13085
0.17,-81.85164999999999
-11.22,151.1826
-5.17,-4.781649999999999
-9.97,228.74635
2.49,-0.8148499999999963
-2.97,90.74634999999999
4.95,40.79875
-1.75,-24.25125
9.86,338.72939999999994
2.14,-78.6406
21.91,762.3771500000001
-18.96,312.27239999999995
-6.47,53.23635
9.01,287.99514999999997
25.28,1133.2776000000001
-2.49,93.33515
0.44,134.4604
-2.26,78.90140000000001
13.31,408.09915
-2.87,53.78035
6.8,-27.76000000000002
-3.2,70.92
-12.73,317.76435000000004
3.14,-84.7106
5.03,86.05635000000001
12.93,432.38235
-1.1,-47.715
-6.17,-128.63164999999998
5.63,75.94035
2.41,217.35715000000002
2.81,-91.44085000000001
-0.73,-13.92565
11.6,149.56
3.69,-10.530850000000001
19.05,641.37875
11.11,409.63315
6.59,-0.3728499999999997
-16.27,252.54435
6.02,-32.629400000000004
4.2,-94.56
8.11,-63.796850000000006
10.44,94.62039999999996
-4.01,-2.1448500000000053
8.24,136.7964
-5.62,175.2666
19.55,540.02875
-13.32,123.0236
-17.61,309.93314999999996
-16.51,376.55515
-8.91,69.08715000000001
-11.19,246.80915
19.56,544.7103999999999
-3.26,119.69139999999999
-13.43,342.35235
11.14,193.32940000000002
-5.87,-45.67964999999999
-12.37,209.88035000000002
8.76,47.82640000000001
6.23,330.05435
-4.35,31.768749999999994
14.08,446.70959999999997
1.29,-150.37885
16.17,230.95835000000014
5.03,142.46635
15.59,484.62715000000003
1.09,-88.48285
-12.2,110.70999999999998
24.49,901.36515
-5.46,55.0874
-1.99,115.45515
-7.0,-143.11
-2.03,59.91635
2.43,-90.90764999999999
2.02,-52.1794
6.61,69.62315000000001
17.92,375.22960000000006
-1.2,354.45
-12.33,489.00834999999995
-11.82,263.22860000000003
-6.66,126.2234
-16.74,232.30139999999994
8.25,429.13875
-4.98,23.060600000000008
-3.11,-10.796850000000003
-0.02,151.4306
-13.97,277.44635
-8.61,-15.016849999999991
6.75,65.59875
6.19,33.12915000000002
-4.43,23.012349999999998
18.11,625.6531499999999
-13.06,277.72540000000004
-3.45,169.42875
-2.31,0.40914999999999835
-27.93,1193.13235
19.38,845.5366
3.66,-119.3466
-10.45,217.29874999999998
20.51,569.7351500000001
5.86,-115.36059999999999
4.3,241.865
-6.07,176.96235000000001
1.06,71.8154
-15.26,237.27139999999997
7.95,311.57875
-3.74,-162.0086
1.34,16.803400000000003
12.02,320.44059999999996
2.85,184.04874999999998
2.62,-170.3334
2.76,-360.93359999999996
-7.33,70.35835
8.36,174.77439999999999
15.43,433.84234999999995
7.59,4.317149999999998
8.85,143.93874999999997
-8.77,-106.83564999999999
-8.68,136.2036
-14.41,373.60715
12.32,180.29359999999997
-2.54,-248.70260000000002
14.0,327.78
-7.82,40.54860000000001
-4.38,4.366600000000002
0.95,168.62875
9.21,177.79115000000002
0.61,264.21315
2.11,62.653150000000004
0.17,-134.26165
1.77,153.59435
-11.16,137.4684
0.81,-56.28085
-1.87,34.63035
-0.57,13.84235
4.92,-140.2904
-6.81,-59.46085000000001
-0.85,143.10875
-2.97,25.826349999999998
4.17,121.54835
7.85,248.42874999999998
-9.55,328.45875
5.86,-6.870599999999996
20.66,625.6434
-14.71,158.53115000000003
-8.3,0.22500000000002274
-8.81,-27.480850000000004
-2.79,1.0311499999999993
16.23,439.3943500000001
0.13,74.13035
-6.95,-99.70125000000002
6.22,-0.92740000000002
-6.0,78.93
11.23,316.80435
3.05,-263.95124999999996
13.89,263.75315000000006
-6.61,11.703149999999997
30.31,1229.9891499999999
8.25,188.05875
6.55,238.79874999999998
-0.51,-243.28484999999998
-7.26,-140.9686
-8.68,202.65359999999998
-1.36,140.93439999999998
-7.97,-90.71364999999999
2.83,-100.53165
-8.26,156.8614
6.21,50.20115
9.56,106.39040000000003
-7.06,250.3254
11.93,293.46235
-2.38,-226.26340000000002
11.55,273.18875
4.38,-130.5534
11.22,321.86260000000004
-9.97,237.95635000000001
-1.07,53.79235
14.51,483.57515
-6.18,282.1886
-20.37,642.9403500000001
-19.43,452.79235000000006
-25.06,718.6353999999998
-21.14,625.4194
-4.12,-117.3384
12.79,111.30114999999998
-4.42,-42.895399999999995
3.24,-194.2036
-1.1,-163.595
0.09,63.967150000000004
-1.68,-60.0564
-1.74,-38.8786
4.61,45.77315000000001
-11.76,-76.98360000000002
10.1,212.64499999999998
9.2,159.67999999999998
-1.95,-5.771250000000001
8.05,169.23875000000004
-7.01,-220.44485
-5.37,264.44034999999997
1.56,-27.809600000000003
-1.9,-179.515
-4.49,29.46515000000001
-6.72,-113.68240000000002
-5.57,36.34235
9.39,233.70315000000005
-19.43,334.42235000000005
3.52,137.5856
-2.36,17.4844
7.28,149.6176
5.15,109.31875
-27.83,1129.40835
5.85,212.85875
3.24,135.6464
0.22,62.7026
-4.69,-77.96085000000001
8.53,175.78634999999997
-4.13,-57.599650000000004
18.35,389.21875
5.64,63.28439999999999
21.38,647.3865999999999
-7.86,208.0494
-17.56,397.3604
7.15,108.36875
8.53,236.89634999999998
0.35,-49.861250000000005
-15.39,270.34315
-4.48,161.00560000000002
6.18,-93.04140000000001
-1.84,-108.7316
-1.16,-17.7516
-1.75,97.56875
-9.34,130.3834
-5.33,-119.73165
-14.27,141.53435
17.68,743.5636
-4.75,57.74875
4.78,-25.3074
-10.22,61.372600000000006
7.95,591.1587499999999
-18.73,629.1943500000001
9.21,-44.08884999999998
-0.35,-57.39125
21.11,833.68315
-13.07,177.05235
0.76,146.9064
3.67,254.57835
12.33,273.14835
-4.23,49.87435000000001
0.86,-15.9606
-21.42,724.6046000000001
-8.3,262.77500000000003
4.52,164.2656
11.04,87.09239999999994
-2.82,97.3586
20.56,634.6903999999998
17.6,745.7900000000002
-0.61,58.96315
-24.14,922.8894
-17.78,410.33260000000007
-7.78,60.522600000000004
11.16,280.7284
3.1,22.415
-20.94,782.7954000000002
-2.29,-141.91885000000002
16.13,533.40035
-3.75,-64.36125
-7.5,166.755
20.55,481.73875
0.53,164.04635000000002
-4.79,-20.01885
3.5,-122.58500000000001
0.17,91.22835
-4.29,-10.37885
12.08,296.8096
11.16,380.3684
8.41,0.12715000000000032
-1.03,-93.06365
11.47,248.53635000000003
-0.5,70.565
4.67,-37.891650000000006
10.34,98.4234
8.09,223.90715
17.9,667.215
4.51,221.95515
-16.84,330.5484
-11.6,-160.53999999999996
13.5,387.045
-3.31,100.83914999999999
3.87,-146.33965
-8.51,91.14514999999999
10.01,220.74514999999997
-3.85,52.29875
14.58,312.80459999999994
-5.32,35.2636
11.18,302.66859999999997
6.74,-129.2886
-7.22,167.8126
10.99,174.90515000000002
-9.02,187.0306
-8.22,-14.247399999999985
7.22,-109.5074
-6.25,185.35875
-5.94,238.2754
-3.44,-225.8596
-10.0,-45.53
10.45,213.14874999999998
6.09,-53.222849999999994
-0.69,94.32915
-1.08,-100.6604
4.5,-17.575000000000003
17.65,556.4887499999999
8.71,-126.99884999999992
-5.08,-18.0604
7.77,370.58435
-1.19,72.31915
-1.99,-124.91485
18.66,719.3534
-4.19,270.56915
-4.79,177.98115
-19.52,431.14559999999994
-14.02,164.5706
4.51,0.9851499999999973
-6.95,-82.00125
5.15,62.45875
-11.15,22.748750000000015
-7.67,-47.00165000000001
6.75,133.06875
14.61,301.86314999999996
5.92,48.739599999999996
11.98,526.7306000000001
17.05,542.7587500000001
10.4,348.43
-9.18,150.0186
-1.05,74.34875000000001
6.3,-86.06500000000001
-4.15,-56.06125
4.52,14.685599999999994
-15.79,263.89115
-8.29,49.71114999999999
5.29,81.48115
-22.37,645.50035
-11.08,232.56960000000004
-0.18,-30.551399999999997
-17.19,519.56915
0.57,1.8423500000000004
-8.0,-5.329999999999998
-2.92,-152.85039999999998
-2.59,-94.17285
1.89,-18.81685
-5.64,179.2344
0.9,-153.61499999999998
-6.01,164.16515
5.56,55.360399999999984
16.94,386.8054000000001
1.97,-151.17364999999998
1.7,79.905
-11.64,-74.78559999999996
6.93,39.60234999999999
-7.58,5.604600000000005
-8.09,50.46714999999999
5.57,139.68235
1.81,-64.58085
11.07,238.60235000000003
14.43,211.61235000000002
-5.4,33.050000000000004
1.28,83.97760000000001
17.6,483.28000000000014
9.67,221.18835
7.13,115.29034999999999
13.06,259.5154
-6.05,27.128750000000004
6.37,59.78035000000001
14.09,101.32714999999999
16.21,264.48115000000007
-8.06,124.34540000000003
-2.52,-259.3344
3.83,181.20835
-2.89,-172.83685
-3.92,14.1496
6.84,154.1384
-3.53,-72.25365000000001
-17.88,563.2816
3.62,-138.03340000000003
-4.24,126.4764
-7.32,74.3236
-15.66,295.14340000000004
10.14,317.1794
-22.27,734.3943499999999
-16.99,223.96514999999994
-2.76,179.2464
12.29,396.08115
13.1,317.245
-11.55,179.38875
-1.78,166.5526
-15.1,497.43499999999995
10.11,266.28315
-14.77,131.20434999999995
-1.43,14.09235
10.33,299.71835
-2.22,-103.6874
14.7,225.855
-8.7,84.80499999999998
3.69,48.38915
8.53,187.22634999999997
-1.4,152.82999999999998
13.86,64.85939999999994
5.48,77.70560000000002
-16.37,319.96035000000006
39.59,2492.5871500000003
6.49,107.82515000000001
1.07,134.68234999999999
-13.99,315.48515
0.82,-0.8314000000000004
-4.6,27.779999999999998
6.44,98.92040000000001
3.72,18.157600000000006
18.53,746.14635
1.42,-230.0354
5.14,-116.57060000000001
3.72,234.4776
-1.48,70.81559999999999
-1.83,78.44835
11.01,366.13515
7.8,-132.73000000000002
-6.29,218.22115
-11.13,2.0503500000000088
-0.67,-123.51165
11.61,373.3531499999999
-0.28,-144.32240000000002
17.46,585.7574000000001
-7.75,242.38875
1.42,-72.2054
-25.16,788.8384000000002
-5.96,117.4224
-3.09,116.54715
5.11,100.77315
17.11,302.34315000000004
0.35,203.68875
14.54,446.81739999999996
6.62,-204.7034
9.86,68.86939999999996
-4.66,-115.2366
13.85,239.99875000000003
-10.73,168.15435
4.95,-34.321250000000006
-9.52,256.74559999999997
-5.18,161.7086
-14.61,279.32314999999994
-5.16,-108.7716
3.51,31.68515
-0.69,50.13915
-13.48,371.6956
14.71,319.02115000000003
3.37,39.80035
10.08,64.09960000000001
7.85,63.288749999999986
-6.65,190.09875
-19.45,699.9087499999999
-9.15,51.438750000000006
12.25,235.94875
-10.54,35.66739999999997
8.16,-61.76159999999999
-6.12,82.36160000000001
3.93,97.01235
-18.24,511.7664
11.67,249.39835
-0.4,65.99000000000001
8.86,170.4294
1.9,168.625
7.98,171.2706
-1.02,180.4106
7.43,243.86235
-15.1,335.04499999999996
-10.81,-16.84084999999999
7.25,169.87875
